id_student,gender,region,highest_education,disability,age_band
493826,M,North Western Region,A Level or Equivalent,Y,35-54
493876,M,London Region,A Level or Equivalent,N,0-34
493879,M,Scotland,A Level or Equivalent,Y,0-34
493891,F,North Western Region,A Level or Equivalent,N,0-34
493912,F,North Western Region,Lower Than A Level,N,35-54
493958,F,South East Region,A Level or Equivalent,N,0-34
493984,F,East Anglian Region,A Level or Equivalent,N,0-34
493988,M,East Anglian Region,A Level or Equivalent,N,0-34
493999,F,South East Region,Lower Than A Level,N,35-54
494046,M,Yorkshire Region,Lower Than A Level,N,35-54
494095,F,North Western Region,Lower Than A Level,N,0-34
494143,M,South West Region,Lower Than A Level,Y,35-54
494164,M,Ireland,Lower Than A Level,N,0-34
494165,M,Ireland,Lower Than A Level,N,0-34
494184,M,Ireland,Lower Than A Level,N,0-34
494191,M,East Anglian Region,A Level or Equivalent,N,0-34
494212,F,West Midlands Region,Lower Than A Level,N,35-54
494214,F,South West Region,A Level or Equivalent,N,35-54
494270,M,London Region,A Level or Equivalent,N,35-54
494278,F,North Western Region,Lower Than A Level,N,35-54
494291,F,South Region,A Level or Equivalent,Y,35-54
494304,F,South East Region,Lower Than A Level,N,0-34
494329,M,North Western Region,Lower Than A Level,N,0-34
494335,M,Yorkshire Region,Lower Than A Level,Y,0-34
494340,M,Yorkshire Region,A Level or Equivalent,N,0-34
494341,F,North Western Region,A Level or Equivalent,N,0-34
494383,M,Yorkshire Region,A Level or Equivalent,N,0-34
494389,F,London Region,A Level or Equivalent,Y,0-34
494414,M,West Midlands Region,HE Qualification,N,35-54
494424,F,North Region,A Level or Equivalent,N,0-34
494427,M,Scotland,HE Qualification,N,0-34
494433,M,South West Region,A Level or Equivalent,N,0-34
494443,F,London Region,Lower Than A Level,N,0-34
494471,F,Ireland,Lower Than A Level,N,0-34
494495,M,East Midlands Region,A Level or Equivalent,N,0-34
494498,F,North Western Region,A Level or Equivalent,N,0-34
494622,M,London Region,Lower Than A Level,N,0-34
494637,M,North Western Region,A Level or Equivalent,N,0-34
494667,M,East Anglian Region,Lower Than A Level,N,35-54
494673,F,East Midlands Region,Lower Than A Level,N,0-34
494722,F,Scotland,HE Qualification,N,35-54
494728,M,North Region,Lower Than A Level,Y,0-34
494786,F,London Region,A Level or Equivalent,N,0-34
494789,F,Wales,HE Qualification,N,0-34
494806,M,Scotland,Lower Than A Level,N,35-54
494818,F,London Region,A Level or Equivalent,N,0-34
494829,F,North Western Region,Lower Than A Level,N,35-54
494838,F,London Region,A Level or Equivalent,N,35-54
494840,F,London Region,A Level or Equivalent,N,35-54
494866,M,North Western Region,Lower Than A Level,N,0-34
494872,M,South Region,Lower Than A Level,N,0-34
494896,F,East Anglian Region,Lower Than A Level,N,0-34
494903,M,South Region,Lower Than A Level,N,0-34
494911,F,South Region,Lower Than A Level,N,0-34
494919,F,Scotland,A Level or Equivalent,Y,0-34
494927,F,Scotland,HE Qualification,N,0-34
494948,F,Yorkshire Region,A Level or Equivalent,N,0-34
494960,F,London Region,A Level or Equivalent,N,0-34
494975,M,East Anglian Region,Lower Than A Level,Y,0-34
495035,F,South Region,A Level or Equivalent,Y,0-34
495115,F,East Midlands Region,Lower Than A Level,Y,0-34
495239,F,Yorkshire Region,Lower Than A Level,N,0-34
495276,M,South East Region,Lower Than A Level,N,0-34
495284,M,South East Region,HE Qualification,N,0-34
495298,F,South West Region,A Level or Equivalent,N,0-34
495318,M,North Western Region,Lower Than A Level,N,0-34
495320,M,West Midlands Region,Lower Than A Level,N,0-34
495324,F,East Anglian Region,A Level or Equivalent,N,35-54
495377,F,East Anglian Region,A Level or Equivalent,N,35-54
495429,M,Ireland,HE Qualification,N,0-34
495438,F,East Anglian Region,Lower Than A Level,N,0-34
495449,F,South Region,Lower Than A Level,N,0-34
495489,F,Ireland,Lower Than A Level,N,35-54
495493,M,North Region,Lower Than A Level,Y,0-34
495509,F,North Western Region,A Level or Equivalent,N,0-34
495522,F,London Region,A Level or Equivalent,N,0-34
495580,F,Wales,A Level or Equivalent,N,0-34
495615,M,South West Region,Lower Than A Level,N,0-34
495618,M,South Region,Lower Than A Level,N,0-34
495621,M,West Midlands Region,A Level or Equivalent,Y,0-34
495625,M,East Anglian Region,A Level or Equivalent,Y,0-34
495674,F,Wales,Lower Than A Level,Y,35-54
495734,M,London Region,A Level or Equivalent,N,0-34
495762,M,Wales,HE Qualification,N,0-34
495776,M,South West Region,Lower Than A Level,N,0-34
495786,M,Scotland,HE Qualification,Y,0-34
495856,M,South Region,A Level or Equivalent,N,35-54
495875,F,Yorkshire Region,Lower Than A Level,N,0-34
495876,F,South East Region,Lower Than A Level,N,0-34
495879,F,Scotland,Lower Than A Level,N,35-54
495881,M,South East Region,Lower Than A Level,N,35-54
495887,M,East Midlands Region,A Level or Equivalent,N,0-34
495903,M,West Midlands Region,Lower Than A Level,N,0-34
495913,F,Wales,A Level or Equivalent,N,0-34
495948,M,North Western Region,Lower Than A Level,N,0-34
495958,F,South West Region,A Level or Equivalent,N,0-34
495976,F,South East Region,Lower Than A Level,N,35-54
496041,F,West Midlands Region,Lower Than A Level,N,0-34
496070,F,London Region,A Level or Equivalent,N,0-34
496085,F,South West Region,Lower Than A Level,N,0-34
496091,F,Yorkshire Region,Lower Than A Level,N,0-34
496108,M,East Anglian Region,Lower Than A Level,N,0-34
496154,F,South Region,A Level or Equivalent,N,35-54
496185,M,South West Region,A Level or Equivalent,Y,0-34
496217,M,South West Region,A Level or Equivalent,N,0-34
496220,F,South East Region,Lower Than A Level,Y,35-54
496224,F,London Region,No Formal quals,N,0-34
496243,F,Scotland,A Level or Equivalent,N,0-34
496315,M,South Region,A Level or Equivalent,Y,0-34
496334,F,Yorkshire Region,A Level or Equivalent,N,0-34
496355,M,Yorkshire Region,A Level or Equivalent,N,0-34
496373,F,Yorkshire Region,Lower Than A Level,N,0-34
496381,M,North Region,A Level or Equivalent,N,0-34
496442,F,West Midlands Region,Lower Than A Level,N,0-34
496470,M,North Region,A Level or Equivalent,N,0-34
496491,F,London Region,Lower Than A Level,N,0-34
496493,F,Scotland,A Level or Equivalent,Y,0-34
496494,M,Scotland,Lower Than A Level,N,0-34
496530,M,East Midlands Region,Lower Than A Level,N,0-34
496542,M,Wales,Lower Than A Level,N,0-34
496547,F,Scotland,A Level or Equivalent,N,0-34
496561,M,East Anglian Region,A Level or Equivalent,N,0-34
496564,F,South East Region,A Level or Equivalent,N,0-34
496590,M,South West Region,Lower Than A Level,N,0-34
496601,F,London Region,HE Qualification,N,0-34
496657,M,London Region,Lower Than A Level,N,35-54
496671,F,South West Region,A Level or Equivalent,N,35-54
496674,F,East Midlands Region,A Level or Equivalent,N,0-34
496764,F,Yorkshire Region,No Formal quals,N,0-34
496801,M,London Region,Lower Than A Level,N,0-34
496815,M,Wales,Lower Than A Level,N,0-34
496845,M,South Region,A Level or Equivalent,N,0-34
496916,M,South Region,Lower Than A Level,N,35-54
496978,F,North Western Region,Lower Than A Level,N,0-34
496981,F,East Anglian Region,Lower Than A Level,N,0-34
497047,F,South East Region,Lower Than A Level,N,0-34
497074,F,East Midlands Region,Lower Than A Level,N,35-54
497080,M,South East Region,Lower Than A Level,N,0-34
497084,M,South East Region,Lower Than A Level,Y,0-34
497088,F,South Region,A Level or Equivalent,N,35-54
497102,M,Scotland,HE Qualification,N,0-34
497130,F,South Region,Lower Than A Level,N,35-54
497139,M,West Midlands Region,Lower Than A Level,N,0-34
497180,M,East Anglian Region,Lower Than A Level,N,0-34
497190,F,London Region,A Level or Equivalent,N,0-34
497206,M,Yorkshire Region,A Level or Equivalent,N,0-34
497211,M,East Anglian Region,A Level or Equivalent,N,0-34
497226,M,South West Region,Lower Than A Level,N,0-34
497229,F,North Western Region,Lower Than A Level,N,0-34
497278,F,East Midlands Region,A Level or Equivalent,Y,0-34
497280,F,West Midlands Region,Lower Than A Level,N,0-34
497349,M,Scotland,A Level or Equivalent,Y,0-34
497361,M,East Midlands Region,A Level or Equivalent,N,0-34
497405,M,London Region,HE Qualification,N,55<=
497410,M,South Region,A Level or Equivalent,N,0-34
497415,M,Ireland,A Level or Equivalent,N,0-34
497468,F,Yorkshire Region,A Level or Equivalent,N,0-34
497475,M,North Western Region,Lower Than A Level,N,35-54
497536,F,Ireland,Lower Than A Level,N,0-34
497580,M,East Anglian Region,A Level or Equivalent,N,0-34
497584,F,North Western Region,A Level or Equivalent,Y,0-34
497590,F,West Midlands Region,A Level or Equivalent,N,0-34
497607,F,North Region,Lower Than A Level,N,0-34
497619,F,London Region,Lower Than A Level,N,0-34
497632,F,Wales,A Level or Equivalent,N,0-34
497793,F,North Region,Lower Than A Level,N,0-34
497809,M,Yorkshire Region,A Level or Equivalent,N,0-34
497855,M,North Region,A Level or Equivalent,N,0-34
497872,F,Yorkshire Region,A Level or Equivalent,N,35-54
497891,M,London Region,Lower Than A Level,N,0-34
497897,F,West Midlands Region,No Formal quals,N,0-34
497898,F,South West Region,A Level or Equivalent,N,0-34
497925,F,East Anglian Region,Lower Than A Level,N,0-34
497955,F,Ireland,A Level or Equivalent,N,0-34
497989,F,North Western Region,A Level or Equivalent,Y,0-34
497994,M,East Anglian Region,A Level or Equivalent,Y,0-34
498006,M,South Region,A Level or Equivalent,N,0-34
498031,F,South Region,A Level or Equivalent,N,35-54
498043,M,Yorkshire Region,A Level or Equivalent,N,0-34
498065,F,West Midlands Region,HE Qualification,N,35-54
498131,F,East Anglian Region,Lower Than A Level,N,0-34
498138,M,Ireland,Lower Than A Level,N,0-34
498175,F,South West Region,Lower Than A Level,N,0-34
498225,M,South Region,HE Qualification,N,35-54
498236,M,North Region,HE Qualification,N,0-34
498261,M,Yorkshire Region,Lower Than A Level,N,0-34
498266,M,North Western Region,A Level or Equivalent,N,0-34
498269,F,East Anglian Region,Lower Than A Level,Y,35-54
498296,F,East Anglian Region,A Level or Equivalent,Y,0-34
498320,F,Scotland,A Level or Equivalent,Y,0-34
498326,M,North Western Region,A Level or Equivalent,N,35-54
498363,F,East Anglian Region,Lower Than A Level,Y,0-34
498371,F,North Western Region,A Level or Equivalent,N,35-54
498432,F,South West Region,A Level or Equivalent,N,0-34
498438,M,East Anglian Region,Lower Than A Level,N,0-34
498442,M,Ireland,A Level or Equivalent,N,0-34
498455,F,Wales,Lower Than A Level,N,0-34
498459,F,East Anglian Region,HE Qualification,N,0-34
498527,M,Scotland,HE Qualification,N,0-34
498543,M,Scotland,Lower Than A Level,N,0-34
498554,M,South West Region,Lower Than A Level,N,35-54
498564,F,North Western Region,Lower Than A Level,Y,0-34
498578,F,South West Region,A Level or Equivalent,N,0-34
498582,M,North Region,A Level or Equivalent,N,0-34
498602,M,Scotland,A Level or Equivalent,N,0-34
498635,M,South West Region,A Level or Equivalent,N,35-54
498636,M,South Region,Lower Than A Level,Y,0-34
498702,F,East Midlands Region,A Level or Equivalent,N,0-34
498741,M,Yorkshire Region,HE Qualification,N,0-34
498755,F,London Region,A Level or Equivalent,N,0-34
498793,M,Wales,Lower Than A Level,Y,35-54
498821,F,Yorkshire Region,Lower Than A Level,N,0-34
498828,M,East Anglian Region,A Level or Equivalent,N,0-34
498835,F,South Region,A Level or Equivalent,N,35-54
498841,F,East Midlands Region,A Level or Equivalent,N,0-34
498857,M,North Western Region,HE Qualification,N,35-54
498877,F,South Region,A Level or Equivalent,N,0-34
498892,M,Scotland,Lower Than A Level,N,35-54
498898,F,South Region,Lower Than A Level,N,0-34
498903,M,South West Region,Lower Than A Level,N,0-34
498905,F,London Region,A Level or Equivalent,N,0-34
498967,F,East Midlands Region,Lower Than A Level,N,0-34
498972,M,South Region,A Level or Equivalent,N,0-34
498980,M,South East Region,Lower Than A Level,Y,0-34
499006,F,London Region,Lower Than A Level,N,0-34
499027,F,West Midlands Region,Lower Than A Level,N,0-34
499056,M,West Midlands Region,A Level or Equivalent,N,0-34
499067,F,South East Region,Lower Than A Level,Y,35-54
499118,F,Wales,A Level or Equivalent,N,35-54
499187,F,South East Region,A Level or Equivalent,N,35-54
499244,M,South Region,Lower Than A Level,N,0-34
499246,F,South West Region,A Level or Equivalent,Y,0-34
499354,M,Wales,A Level or Equivalent,N,0-34
499372,M,London Region,A Level or Equivalent,Y,35-54
499373,F,South West Region,Lower Than A Level,N,0-34
499380,F,Yorkshire Region,A Level or Equivalent,N,35-54
499386,M,South Region,No Formal quals,N,0-34
499387,F,South West Region,A Level or Equivalent,N,0-34
499392,M,South West Region,Lower Than A Level,Y,0-34
499400,M,East Midlands Region,A Level or Equivalent,N,35-54
499404,F,North Western Region,A Level or Equivalent,N,0-34
499419,M,South West Region,A Level or Equivalent,N,0-34
499420,M,West Midlands Region,A Level or Equivalent,N,0-34
499446,F,London Region,A Level or Equivalent,Y,0-34
499469,M,Wales,Lower Than A Level,N,0-34
499483,F,North Region,A Level or Equivalent,N,0-34
499511,F,South West Region,A Level or Equivalent,N,35-54
499557,M,Scotland,A Level or Equivalent,N,0-34
499564,M,South Region,Lower Than A Level,N,35-54
499624,F,London Region,A Level or Equivalent,N,0-34
499683,M,South West Region,Lower Than A Level,N,35-54
499703,F,South West Region,A Level or Equivalent,N,0-34
499768,F,Yorkshire Region,HE Qualification,N,35-54
499790,F,London Region,A Level or Equivalent,Y,35-54
499813,M,North Region,A Level or Equivalent,N,0-34
499819,F,Yorkshire Region,A Level or Equivalent,N,0-34
499822,F,Wales,HE Qualification,N,0-34
499848,F,West Midlands Region,Lower Than A Level,N,0-34
499865,F,Scotland,HE Qualification,N,0-34
499881,F,South West Region,A Level or Equivalent,N,0-34
499891,F,North Region,Lower Than A Level,N,35-54
499931,F,North Western Region,A Level or Equivalent,N,0-34
499952,F,Scotland,A Level or Equivalent,N,0-34
499993,M,East Anglian Region,Lower Than A Level,N,0-34
500001,M,East Anglian Region,HE Qualification,N,0-34
500006,M,Yorkshire Region,A Level or Equivalent,Y,0-34
500016,F,London Region,Lower Than A Level,N,35-54
500031,F,South West Region,Lower Than A Level,N,35-54
500067,M,Scotland,HE Qualification,N,35-54
500068,M,West Midlands Region,Lower Than A Level,N,0-34
500099,M,North Region,A Level or Equivalent,N,0-34
500112,F,West Midlands Region,A Level or Equivalent,N,35-54
500113,M,South East Region,A Level or Equivalent,N,0-34
500135,F,East Anglian Region,A Level or Equivalent,Y,0-34
500136,F,Ireland,A Level or Equivalent,N,0-34
500137,F,South Region,Lower Than A Level,Y,0-34
500189,M,Scotland,A Level or Equivalent,N,0-34
500230,M,West Midlands Region,Lower Than A Level,N,0-34
500279,F,East Anglian Region,A Level or Equivalent,N,35-54
500283,M,South Region,Lower Than A Level,N,0-34
500339,M,North Western Region,Lower Than A Level,N,0-34
500395,F,East Midlands Region,Lower Than A Level,N,35-54
500440,M,London Region,A Level or Equivalent,N,0-34
500459,F,South West Region,Lower Than A Level,N,0-34
500502,F,East Anglian Region,Lower Than A Level,N,0-34
500507,F,London Region,A Level or Equivalent,N,0-34
500521,F,Scotland,Lower Than A Level,Y,0-34
500522,F,East Anglian Region,A Level or Equivalent,N,0-34
500552,F,London Region,Lower Than A Level,N,35-54
500581,M,East Anglian Region,Post Graduate Qualification,N,0-34
500585,F,Yorkshire Region,A Level or Equivalent,Y,0-34
500597,M,West Midlands Region,A Level or Equivalent,N,35-54
500618,M,East Anglian Region,A Level or Equivalent,Y,0-34
500625,M,South East Region,Lower Than A Level,N,0-34
500652,M,East Anglian Region,Lower Than A Level,N,0-34
500659,F,North Western Region,A Level or Equivalent,Y,0-34
500668,F,Scotland,HE Qualification,N,0-34
500707,F,East Anglian Region,A Level or Equivalent,Y,35-54
500719,M,North Region,Lower Than A Level,N,0-34
500720,F,South Region,HE Qualification,N,0-34
500766,F,London Region,HE Qualification,N,0-34
500772,M,East Anglian Region,A Level or Equivalent,N,0-34
500779,M,East Anglian Region,HE Qualification,N,35-54
500785,F,South Region,A Level or Equivalent,Y,35-54
500791,F,East Anglian Region,Lower Than A Level,N,0-34
500815,F,Ireland,A Level or Equivalent,N,0-34
500819,F,South East Region,Lower Than A Level,N,0-34
500836,M,West Midlands Region,A Level or Equivalent,Y,0-34
500915,F,South West Region,Lower Than A Level,Y,35-54
500958,M,North Region,Lower Than A Level,N,0-34
501008,F,Yorkshire Region,A Level or Equivalent,N,0-34
501053,F,South East Region,Lower Than A Level,N,0-34
501095,F,South West Region,Lower Than A Level,N,35-54
501123,F,West Midlands Region,A Level or Equivalent,N,0-34
501146,M,South East Region,HE Qualification,N,0-34
501158,M,Ireland,Lower Than A Level,N,0-34
501203,M,South Region,Lower Than A Level,N,35-54
501208,F,South East Region,Lower Than A Level,N,35-54
501302,F,Scotland,HE Qualification,N,0-34
501336,M,Wales,A Level or Equivalent,N,0-34
501339,M,South West Region,Lower Than A Level,Y,0-34
501411,M,London Region,A Level or Equivalent,N,35-54
501414,F,East Midlands Region,A Level or Equivalent,N,35-54
501421,M,West Midlands Region,Lower Than A Level,N,35-54
501422,M,North Western Region,A Level or Equivalent,N,0-34
